imdb_id,title,outline,director,writer,star,top cast
tt1849718,Agneepath,A young boy's father is lynched before his eyes; fifteen years later he returns home for revenge.,Karan Malhotra,Ila Bedi Dutta(screenplay)Avinash Ghodke(additional dialogue)Karan Malhotra(screenplay),Hrithik RoshanPriyanka Chopra JonasSanjay Dutt,Hrithik RoshanVijay Deenanath Chauhanas Vijay Deenanath ChauhanPriyanka Chopra JonasKaalias KaaliSanjay DuttKancha Cheenaas Kancha CheenaRishi KapoorRauf Lalaas Rauf LalaMadhurjeet SarghiLachhias LachhiRajesh TandonMazhar Lalaas Mazhar LalaKanika TiwariShiksha Chauhanas Shiksha ChauhanOm PuriGaitondeas GaitondeZarina WahabSuhasini Chauhanas Suhasini ChauhanKatrina KaifChikni Chamelias Chikni ChameliVishal C. BhardwajJournalistas JournalistArush BhiwandiwalaDeven BhojaniAzhar Lalaas Azhar LalaSunil ChauhanVikas GuptaRavi JhankalShantaramas ShantaramShikha JoshiAyesha Kaduskar
tt1853728,Django Unchained,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation-owner in Mississippi.",Quentin Tarantino,Quentin Tarantino,Jamie FoxxChristoph WaltzLeonardo DiCaprio,Jamie FoxxDjangoas DjangoChristoph WaltzDr. King Schultzas Dr. King SchultzLeonardo DiCaprioCalvin Candieas Calvin CandieKerry WashingtonBroomhilda von Shaftas Broomhilda von ShaftSamuel L. JacksonStephenas StephenWalton GogginsBilly Crashas Billy CrashDennis ChristopherLeonide Moguyas Leonide MoguyJames RemarButch Poochas Butch Pooch…David SteenMr. Stonesipheras Mr. StonesipherDana GourrierCoraas CoraNichole GaliciaShebaas ShebaLaura CayouetteLara Lee Candie-Fitzwillyas Lara Lee Candie-FitzwillyAto EssandohD'Artagnanas D'ArtagnanSammi RotibiRodneyas RodneyClay Donahue FontenotBig Fred's Opponentas Big Fred's OpponentEscalante LundyBig Fredas Big FredMiriam F. GloverBetinaas BetinaDon JohnsonBig Daddyas Big Daddy
tt1855199,End of Watch,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",David Ayer,David Ayer,Jake GyllenhaalMichael PeñaAnna Kendrick,Jake GyllenhaalBrian Tayloras Brian TaylorMichael PeñaMike Zavalaas Mike ZavalaAnna KendrickJanetas JanetAmerica FerreraOrozcoas OrozcoNatalie MartinezGabbyas GabbyDavid HarbourVan Hauseras Van HauserFrank GrilloSargeas SargeCle SloanMr. Treas Mr. TreJaime FitzSimonsCaptain Reeseas Captain ReeseCody HornDavisas DavisShondrella AveryBonitaas BonitaEverton LawrenceMan Friendas Man FriendLeequwid 'Devil' WilkensCKas CKJames 'Pistol' McNealDJas DJZoneToo Tallas Too TallAlvin NormanPeanutas PeanutRichard CabralDemonas DemonDiamoniqueWickedas Wicked
tt1855325,Resident Evil: Retribution,Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.,Paul W.S. Anderson,Paul W.S. Anderson,Milla JovovichSienna GuilloryMichelle Rodriguez,Milla JovovichAliceas AliceSienna GuilloryJill Valentineas Jill ValentineMichelle RodriguezRainas RainAryana EngineerBeckyas BeckyBingbing LiAda Wongas Ada WongBoris KodjoeLuther Westas Luther WestJohann UrbLeon S. Kennedyas Leon S. KennedyRobin KasyanovSergeias SergeiKevin DurandBarry Burtonas Barry BurtonOfilio PortilloTonyas TonyOded FehrToddas Todd…Colin SalmonOneas OneShawn RobertsAlbert Weskeras Albert WeskerToshio OkiJapanese Policemanas Japanese PolicemanTakato YamashitaJapanese Businessmanas Japanese BusinessmanMika NakashimaJ Pop Girlas J Pop GirlMegan CharpentierRed Queenas Red QueenAve Merson-O'BrianRed Queenas Red Queen(voice)(as Ava Merson-O'Brian)
tt1859650,To Rome with Love,"The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into.",Woody Allen,Woody Allen,Woody AllenPenélope CruzJesse Eisenberg,Woody AllenJerryas JerryPenélope CruzAnnaas AnnaJesse EisenbergJackas JackElliot PageMonicaas MonicaPierluigi MarchionneTraffic Policemanas Traffic PolicemanFlavio ParentiMichelangeloas MichelangeloAlison PillHayleyas HayleyAlessandro TiberiAntonioas AntonioAlessandra MastronardiMillyas MillyAlec BaldwinJohnas JohnCarol AltCarolas CarolDavid PasquesiTimas TimLynn SwansonEllenas EllenRoberto BenigniLeopoldoas LeopoldoMonica NappoSofiaas SofiaFabio ArmiliatoGiancarloas GiancarloCorrado FortunaRoccoas RoccoMargherita VicarioClaudiaas Claudia
tt1862079,Safety Not Guaranteed,Three magazine employees head out on an assignment to interview a guy who placed a classified advertisement seeking a companion for time travel.,Colin Trevorrow,Derek Connolly,Aubrey PlazaMark DuplassJake Johnson,Aubrey PlazaDariusas DariusMark DuplassKennethas KennethJake JohnsonJeffas JeffKaran SoniArnauas ArnauLauren CarlosYoung Dariusas Young DariusBasil HarrisRestaurant Manageras Restaurant ManagerMary Lynn RajskubBridgetas BridgetDavid Leo SchultzCoworkeras CoworkerJeff GarlinMr. Brittas Mr. BrittWilliam Hall Jr.Shannonas ShannonAlice HungShift Manageras Shift ManagerHassan Cristos MessiahBoyfriend in Caras Boyfriend in Car(as Hassan 'Cristos' Messiah)Keli Schurman-DarbyGirlfriend in Caras Girlfriend in CarJenica BergereLizas LizLynn SheltonUptight Momas Uptight MomPeter Anthony JacobsDeputy Sheriffas Deputy Sheriff(as Peter Jacobs)Eli BorozanKid in Dineras Kid in DinerTom RicciardelliSecurity Guardas Security Guard
tt1866249,The Sessions,A man in an iron lung who wishes to lose his virginity contacts a professional sex surrogate with the help of his therapist and priest.,Ben Lewin,Ben Lewin(written for the screen by)Mark O'Brien(article "On Seeing a Sex Surrogate"),John HawkesHelen HuntWilliam H. Macy,John HawkesMarkas MarkHelen HuntCherylas CherylWilliam H. MacyFather Brendanas Father BrendanMoon BloodgoodVeraas VeraAnnika MarksAmandaas AmandaAdam ArkinJoshas JoshRhea PerlmanMikvah Ladyas Mikvah LadyW. Earl BrownRodas RodRobin WeigertSusanas SusanBlake LindsleyDr. Laura Whiteas Dr. Laura WhiteMing LoClerkas ClerkRusty SchwimmerJoanas JoanJennifer KumiyamaCarmenas CarmenTobias ForrestGregas GregJarrod BaileyTonyas TonyJames MartinezMattas MattPaul MacLeanYoung Markas Young MarkPhoebe LewinGirl on Beachas Girl on Beach
tt1870529,Won't Back Down,"Two determined mothers­, one a teacher, look to transform their children's failing inner city school. Facing a powerful and entrenched bureaucracy, they risk everything to make a difference in the education and future of their children.",Daniel Barnz,Brin HillDaniel Barnz,Viola DavisMaggie GyllenhaalHolly Hunter,Viola DavisNona Albertsas Nona AlbertsMaggie GyllenhaalJamie Fitzpatrickas Jamie FitzpatrickHolly HunterEvelyn Riskeas Evelyn RiskeOscar IsaacMichael Perryas Michael PerryRosie PerezBreena Harperas Breena HarperEmily Alyn LindMalia Fitzpatrickas Malia FitzpatrickDante BrownCody Albertsas Cody AlbertsLance ReddickCharles Albertsas Charles AlbertsVing RhamesPrincipal Thompsonas Principal ThompsonBill NunnPrincipal Hollandas Principal HollandNed EisenbergArthur Gouldas Arthur GouldMarianne Jean-BaptisteOlivia Lopezas Olivia LopezLiza Colón-ZayasYvonneas YvonneNancy BachDeborahas DeborahKeith FlippenBenas BenRobert HaleyTimas TimLucia ScaranoDistrict Receptionistas District Receptionist(as Lucia Forte)Sarab KamooPrincipal Chamudesas Principal Chamudes
tt1876451,Sparkle (I),"In the 1960s, three sisters form a girl group and soon become local sensations with major label interest, but fame becomes a challenge as the close-knit family begins to fall apart.",Salim Akil,Mara Brock Akil(screenplay)Joel Schumacher(story)Howard Rosenman(story),Jordin Sparks ThomasCarmen EjogoWhitney Houston,Jordin Sparks ThomasSparkleas SparkleCarmen EjogoSisteras SisterWhitney HoustonEmmaas EmmaDerek LukeStixas StixMike EppsSatinas SatinTika SumpterDoloresas DoloresOmari HardwickLevias LeviCeeLo GreenBlackas BlackCurtis ArmstrongLarryas LarryTerrence JenkinsRedas Red(as Terrence J)Tamela J. MannMs. Sara Watersas Ms. Sara Waters(as Tamela Mann)Michael BeachRev. Bryceas Rev. BryceBrely EvansTune Annas Tune Ann(as Bre'ly Evans)Linda BostonSister Cloraas Sister CloraSidi HendersonMr. Bellas Mr. BellErika HovelandLarry's Secretaryas Larry's SecretaryDebra PortReceptionistas ReceptionistKemBuddyas Buddy(as Kem L. Owens)
tt1885265,Good Deeds,"Businessman Wesley Deeds is jolted out of his scripted life when he meets Lindsey, a single mother who works on the cleaning crew in his office building.",Tyler Perry,Tyler Perry(screenplay),Tyler PerryGabrielle UnionThandiwe Newton,Tyler PerryWesley Deedsas Wesley DeedsGabrielle UnionNatalieas NatalieThandiwe NewtonLindsey Wakefieldas Lindsey WakefieldEddie CibrianJohnas JohnBrian WhiteWalt Deedsas Walt DeedsJordenn ThompsonArielas ArielPhylicia RashadWilimenaas WilimenaBeverly JohnsonBrendaas BrendaRebecca RomijnHeidias HeidiJamie KennedyMark Freezeas Mark FreezeAndrew MassetMr. Brunsonas Mr. Brunson(as Andrew Hyatt Masset)Victoria LovingMrs. Brunsonas Mrs. BrunsonTom ThonMiltonas MiltonSusan Shalhoub LarkinMargaretas MargaretNevaina Graves RhodesTeacheras Teacher(as Nevaina)Jennifer Van HornPrincipalas PrincipalKarenlie RidderingChild Care Workeras Child Care WorkerClay AdamsSecurity Guardas Security Guard
tt1899353,The Raid: Redemption,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,Gareth Evans,Gareth Evans,Iko UwaisAnanda GeorgeRay Sahetapy,Iko UwaisRamaas RamaAnanda GeorgeArias AriRay SahetapyTamaas TamaDonny AlamsyahAndias AndiJoe TaslimJakaas JakaYayan RuhianMad Dogas Mad DogPierre GrunoWahyuas WahyuTegar SatryaBowoas BowoIang DarmawanGofaras GofarEka 'Piranha' RahmadiaDaguas DaguVerdi SolaimanBudias BudiAlfridus GodfredMachete Gang #1as Machete Gang #1Rully SantosoMachete Gang #2as Machete Gang #2Melkias Ronald TorobiMachete Gang #3as Machete Gang #3Johanes TunameMachete Gang #4as Machete Gang #4Sofyan AlopMachete Gang #5as Machete Gang #5R. Iman AjiEkoas EkoYusuf OpilusAleeas Alee
tt1907668,Flight (I),"An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.",Robert Zemeckis,John Gatins,Denzel WashingtonNadine VelazquezDon Cheadle,Denzel WashingtonWhip Whitakeras Whip WhitakerNadine VelazquezKaterina Marquezas Katerina MarquezDon CheadleHugh Langas Hugh LangJohn GoodmanHarling Maysas Harling MaysCarter CabassaSon on Planeas Son on PlaneAdam C. EdwardsFather on Planeas Father on Plane(as Adam Ciesielski)Tamara TunieMargaret Thomasonas Margaret ThomasonBrian GeraghtyKen Evansas Ken EvansKelly ReillyNicoleas NicoleConor O'NeillKipas KipCharlie E. SchmidtTiki Potas Tiki Pot(as Charlie E. Schmidt Jr.)Will SherrodSchecteras SchecterBoni YanagisawaCamelia Satouas Camelia SatouAdam TomeiFranas FranDane DavenportDerek Hogueas Derek HogueJohn CrowField Reporteras Field ReporterBruce GreenwoodCharlie Andersonas Charlie AndersonE. Roger MitchellCraig Matsonas Craig Matson
tt1915581,Magic Mike,"A male stripper teaches a younger performer how to party, pick up women, and make easy money.",Steven Soderbergh,Reid Carolin,Channing TatumAlex PettyferOlivia Munn,Channing TatumMagic Mikeas Magic MikeAlex PettyferAdamas AdamOlivia MunnJoannaas JoannaMatthew McConaugheyDallasas DallasJames Martin KellySalas SalCody HornBrookeas BrookeReid CarolinPaulas PaulAvery BigelowGirl in Lineas Girl in Line(as Avery Camp)George A. SackGeorgeas George(as George Sack)Micaela JohnsonPortiaas PortiaDenise VasiRubyas RubyCamryn GrimesBirthday Girlas Birthday GirlKate EastonLizas LizAsher WallisObnoxious Bar Guyas Obnoxious Bar GuyJoe ManganielloBig Dick Richieas Big Dick RichieMatt BomerKenas KenAdam RodriguezTitoas TitoKevin NashTarzanas Tarzan
tt1922777,Sinister (I),Washed-up true crime writer Ellison Oswalt finds a box of super 8 home movies in his new home that suggest the murder that he is currently researching is the work of a serial killer whose legacy dates back to the 1960s.,Scott Derrickson,Scott DerricksonC. Robert Cargill,Ethan HawkeJuliet RylanceJames Ransone,Ethan HawkeEllison Oswaltas Ellison OswaltJuliet RylanceTracyas TracyJames RansoneDeputyas DeputyFred ThompsonSheriffas SheriffMichael Hall D'AddarioTrevoras TrevorClare FoleyAshleyas AshleyRob RileyE.M.T.as E.M.T.Tavis SmileyAnchoras AnchorJanet ZappalaReporteras ReporterVictoria LeighStephanieas StephanieCameron OcasioBBQ Boyas BBQ BoyEthan HaberfieldPool Party Boyas Pool Party BoyDanielle KotchLawn Girlas Lawn GirlBlake MizrahiSleepy Time Boyas Sleepy Time BoyNicholas KingBughuulas Bughuul(as Nick King)…Lorraine AcevesBBQ Momas BBQ Mom(uncredited)Chester the ChihuahuaBarking Dogas Barking Dog(uncredited)Vincent D'OnofrioProfessor Jonasas Professor Jonas(uncredited)
tt1931533,Seven Psychopaths,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.,Martin McDonagh,Martin McDonagh,Colin FarrellWoody HarrelsonSam Rockwell,Colin FarrellMartyas MartyWoody HarrelsonCharlieas CharlieSam RockwellBillyas BillyChristopher WalkenHansas HansMichael PittLarryas LarryMichael StuhlbargTommyas TommyAbbie CornishKayaas KayaHelena MattssonBlonde Ladyas Blonde LadyLinda Bright ClayMyraas MyraHarry Dean StantonMan in Hatas Man in HatJames Landry HébertKilleras Killer(as James Hebert)Christopher GehrmanCellmateas CellmateChristian BarillasCatholic Priestas Catholic PriestJoseph Lyle TaylorAlas AlKevin CorriganDennisas DennisGabourey SidibeShariceas ShariceZeljko IvanekPauloas PauloLong NguyenVietnamese Priestas Vietnamese Priest
tt1954352,Crooked Arrows,A story centered on a Native American lacrosse team making its way through a prep school league tournament.,Steve Rash,Brad RiddellTodd Baird,Gil BirminghamBrandon RouthCrystal Allen,"7.3
Te Ata
Watchlist
6.1
Missing William
Watchlist
3.9
Lost in the Pacific
Watchlist
7.2
Love & Basketball
Watchlist
5.2
Stuntmen
Watchlist
5.4
Miss Nobody
Watchlist
5.4
Table for Three
Watchlist
6.3
California Indian
Watchlist
6.1
Life Is Hot in Cracktown
Watchlist
7.8
Vanishing America
Watchlist
4.4
400 Days
Watchlist
5.1
Black Cop
Watchlist"
tt1980986,Housefull 2,A comedy of errors wherein four men help each other to fool their prospective father-in-laws creating a cascade of confusion and mayhem.,Sajid Khan,Tushar Hiranandani(screenplay)Sajid Khan(screenplay)Sajid Nadiadwala(story),Akshay KumarJohn AbrahamAsin Thottumkal,Akshay KumarSunnyas SunnyJohn AbrahamMaxas MaxAsin ThottumkalHennaas HennaJacqueline FernandezBobbyas BobbyRiteish DeshmukhJolly aka Jwalaas Jolly aka Jwala(as Ritesh Deshmukh)Shreyas TalpadeJaias JaiZareen KhanJLoas JLo(as Zarine Khan)Shazahn PadamseeParulas ParulMithun ChakrabortyJD aka Jagga Daakuas JD aka Jagga DaakuRishi KapoorChintu Kapooras Chintu KapoorRandhir KapoorDaboo Kapooras Daboo KapoorBoman IraniBatook Patelas Batook PatelJohny LeverVishwas Patilas Vishwas Patil(as Johnny Lever)Chunky PandeyAakhri Pastaas Aakhri PastaMalaika AroraBar Danceras Bar Dancer…Suparna MarwahSweety Kapooras Sweety KapoorNeelu KohliDolly Kapooras Dolly KapoorSayeem AfranSide villainas Side villain(credit only)
tt1981677,Pitch Perfect,"Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.",Jason Moore,Kay Cannon(screenplay)Mickey Rapkin(based on the book by),Anna KendrickBrittany SnowRebel Wilson,Anna KendrickBecaas BecaBrittany SnowChloeas ChloeRebel WilsonFat Amyas Fat AmyAnna CampAubreyas AubreySkylar AstinJesseas JesseBen PlattBenjias BenjiAlexis KnappStacieas StacieEster DeanCynthia Roseas Cynthia RoseHana Mae LeeLillyas LillyKelley JakleJessicaas Jessica(as Kelley Alice Jakle)Wanetah WalmsleyDeniseas DeniseShelley RegnerAshleyas AshleyCaroline FourmyMary Eliseas Mary EliseNicole LovinceKorias KoriAdam DevineBumperas Bumper(as Adam DeVine)Utkarsh AmbudkarDonaldas DonaldMichael ViruetUnicycleas UnicycleDavid Del RioKolioas Kolio
tt1985017,Atlas Shrugged II: The Strike,Railroad owner Dagny Taggart and steel mogul Henry Rearden search desperately for the inventor of a revolutionary motor as the U.S. government continues to spread its control over the national economy.,John Putch,Duke Sandefur(screenplay)Brian Patrick O'Toole(screenplay)Duncan Scott(screenplay),Samantha MathisJason BegheEsai Morales,Samantha MathisDagny Taggartas Dagny TaggartJason BegheHenry Reardenas Henry ReardenEsai MoralesFrancisco d'Anconiaas Francisco d'AnconiaPatrick FabianJames Taggartas James TaggartDiedrich BaderQuentin Danielsas Quentin DanielsJordana CapraJudge Glesieas Judge GlesieJennifer CorteseGwenas GwenRebecca DunnFemale Friendas Female FriendMel FairLuke Stoneas Luke StoneKip GilmanJudge Beckstonas Judge BeckstonMartin GreyReception Guest #1as Reception Guest #1Arye GrossKen Danaggeras Ken DanaggerMichael GrossTed Killmanas Ted KillmanBug HallLeonard Smallas Leonard SmallAlexa HamiltonGiselleas GiselleAmy HedrickLaura Bradfordas Laura BradfordKevin M. HortonDave Mitchumas Dave MitchumGildart JacksonGilbert Keith-Worthingas Gilbert Keith-Worthing
tt1990314,Robot & Frank,"In the near future, an ex-jewel thief receives a gift from his son: a robot butler programmed to look after him. But soon the two companions try their luck as a heist team.",Jake Schreier,Christopher Ford(screenplay),Peter Sarsgaard(voice)Frank LangellaSusan Sarandon,Peter SarsgaardRobotas Robot(voice)Frank LangellaFrankas FrankSusan SarandonJenniferas JenniferLiv TylerMadisonas MadisonJames MarsdenHunteras HunterJeremy StrongJakeas JakeJeremy SistoSheriff Rowlingsas Sheriff RowlingsRachael MaRobotas RobotBonnie BentleyAvaas AvaAna GasteyerShop Ladyas Shop LadyKatherine WaterstonShopgirlas ShopgirlDario BarossoFrecklesas FrecklesJoshua OrmondFlattopas FlattopJames D. ComptonSkinny Sheriffas Skinny SheriffDana MorganAdditional Robotas Additional RobotSusan MitchellMusicianas MusicianKurt GrelakMusicianas MusicianRoger BrennerLibrary Goeras Library Goer(uncredited)
tt1991245,Chernobyl Diaries,"Six tourists hire an extreme tour guide who takes them to the abandoned city Pripyat, the former home to the workers of the Chernobyl nuclear reactor. During their exploration, they soon discover they are not alone.",Bradley Parker,Oren Peli(screenplay)Carey Van Dyke(screenplay)Shane Van Dyke(screenplay),Jesse McCartneyJonathan SadowskiOlivia Taylor Dudley,Jesse McCartneyChrisas ChrisJonathan SadowskiPaulas PaulOlivia Taylor DudleyNatalieas NatalieNathan PhillipsMichaelas MichaelIngrid Bolsø BerdalZoeas ZoeDimitri DiatchenkoUrias UriDevin KelleyAmandaas AmandaMilos TimotijevicRussian Check Point Guardas Russian Check Point GuardMilutin MilosevicUkrainian Thugas Ukrainian ThugIvan DjordjevicUkrainian Thugas Ukrainian ThugIvan JovicUkrainian Thugas Ukrainian ThugZinaida DedakinRestaurant Owneras Restaurant OwnerIvana MilutinovicLittle Girlas Little GirlAlex FeldmanMedic Goldshimdtas Medic GoldshimdtKristof KonradMedic Grotzkyas Medic GrotzkyPasha D. LychnikoffDoctoras Doctor(as Pasha Lynchnikoff)Jay KrashHumanoidas Humanoid(as Jay Kash)Colin ConnersHumanoidas Humanoid(uncredited)
tt1996264,"For a Good Time, Call...","Former college frenemies Lauren and Katie move into a fabulous Gramercy Park apartment, and in order to make ends meet, the unlikely pair start a phone sex line together.",Jamie Travis,Katie Anne NaylonLauren Miller Rogen,Ari GraynorLauren Miller RogenJustin Long,"5.6
L!fe Happens
Watchlist
6.1
Friends with Kids
Watchlist
5.7
Save the Date
Watchlist
4.8
Bun in the Oven
Watchlist
7.5
Garfunkel and Oates
Watchlist
5.3
Post Grad
Watchlist
6.4
Best Man Down
Watchlist
5.3
Bad Teacher
Watchlist
6.3
Romy and Michele's High School Reunion
Watchlist
7.0
Charlie Bartlett
Watchlist
6.9
Whip It
Watchlist
6.0
What's Your Number?
Watch options"
tt1996346,Woman Thou Art Loosed: On the 7th Day,The Ames' seem to have built the perfect life until their six year old daughter is kidnapped; over the course of seven days they begin to uncover secrets about their past that could rip their marriage and lives apart.,Neema Barnette,Cory Tynan(screenplay)T.D. Jakes(story by),Blair UnderwoodSharon LealNicole Beharie,Blair UnderwoodDavid Amesas David AmesSharon LealKari Amesas Kari AmesNicole BeharieBeth Hutchinsas Beth HutchinsPam GrierDetective Barrickas Detective BarrickNicoye BanksWil Bennettas Wil BennettReed R. McCantsLesas LesT.D. JakesSelfas SelfZoe CarterMikayla Amesas Mikayla AmesJaqueline FlemingTiaas TiaClyde Risley JonesLemontas Lemont(as Clyde Jones)Patrick WeathersRemyas RemyMatty FerraroEd Laineras Ed LainerTerry Dale ParksCSI Frankas CSI Frank(as Terrence Parks)Tim FrancisWayneas WayneSamantha BeaulieuPamas PamSabrina MayfieldLynetteas LynetteKiara EdwardsLittle Girlas Little GirlTommye MyrickAnneas Anne
tt2008513,First Position,"A documentary that follows six young dancers from around the world as they prepare for the Youth America Grand Prix, one of the most prestigious ballet competitions in the world.",Bess Kargman,,Aran BellRebecca HouseknechtJoan Sebastian Zamora,Aran BellSelfas SelfRebecca HouseknechtSelfas SelfJoan Sebastian ZamoraSelfas SelfMiko FogartySelfas SelfJules Jarvis FogartySelfas SelfMichaela DePrinceSelfas SelfGaya Bommer YeminiSelfas SelfMichelle BellSelfas SelfRyan BellSelfas SelfElaine DePrinceSelfas SelfCharles DePrinceSelfas SelfWendy HouseknechtSelfas SelfDavid HouseknechtSelfas SelfSatoko FogartySelfas SelfMat FogartySelfas SelfNadine BommerSelfas SelfZiv YeminiSelfas SelfClaudia HurtadoSelfas Self
tt2011971,Monsieur Lazhar,"At a Montréal public grade school, an Algerian immigrant is hired to replace a popular teacher who committed suicide in her classroom. While helping his students deal with their grief, his own recent loss is revealed.",Philippe Falardeau,Philippe Falardeau(screenplay)Evelyne de la Chenelière(play "Bashir Lazhar"),Mohamed FellagSophie NélisseÉmilien Néron,Mohamed FellagBachir Lazharas Bachir LazharSophie NélisseAlice L'Écuyeras Alice L'ÉcuyerÉmilien NéronSimonas SimonDanielle ProulxMme Vaillancourtas Mme VaillancourtMarie-Ève BeauregardMarie-Frédériqueas Marie-FrédériqueVincent MillardVictoras VictorSeddik BenslimaneAbdelmalekas AbdelmalekLouis-David LeblancBorisas BorisGabriel VerdierJordanas JordanMarianne Soucy-LordShanelas ShanelBrigitte PoupartClaireas ClaireJules PhilipGastonas GastonLouis ChampagneConciergeas ConciergeDaniel GadouasMe Gilbert Danisas Me Gilbert DanisFrancine RuelMme Dumasas Mme DumasSophie SanscartierAudréeas AudréeNicole-Sylvie LagardePsychologueas Psychologue(as Nico Lagarde)André RobitailleCommissaireas Commissaire
